region_1,region_2,carrier_1,parameter,timestep_2,value
NL,NL,electricity,dem,d126,7.380823414
NO,NO,electricity,dem,d126,10.13166006
PL,PL,electricity,dem,d126,14.94293539
PT,PT,electricity,dem,d126,4.694939159
RO,RO,electricity,dem,d126,3.741606834
SE,SE,electricity,dem,d126,11.11704722
SI,SI,electricity,dem,d126,0.85685723
SK,SK,electricity,dem,d126,1.836895202
UK,UK,electricity,dem,d126,26.14683799
EE,EE,electricity,dem,d126,0.668331991
LT,LT,electricity,dem,d126,0.445017884
LV,LV,electricity,dem,d126,0.504738018
NONEU_Balkan,NONEU_Balkan,electricity,dem,d126,3.857882503
TR,TR,electricity,dem,d126,17.19829964
AT,AT,electricity,dem,d127,4.365899017
BE,BE,electricity,dem,d127,5.103684139
BG,BG,electricity,dem,d127,2.802640006
CH,CH,electricity,dem,d127,7.289162197
CZ,CZ,electricity,dem,d127,4.689019723
DK,DK,electricity,dem,d127,3.378206491
ES,ES,electricity,dem,d127,26.3524139
FI,FI,electricity,dem,d127,1.966117015
FR,FR,electricity,dem,d127,46.40187332
GR,GR,electricity,dem,d127,4.551968038
HR,HR,electricity,dem,d127,1.884528528
HU,HU,electricity,dem,d127,3.269560926
IE,IE,electricity,dem,d127,2.489883254
IT,IT,electricity,dem,d127,14.16233239
LU,LU,electricity,dem,d127,0.755579666
NL,NL,electricity,dem,d127,7.478275358
NO,NO,electricity,dem,d127,9.754708497
PL,PL,electricity,dem,d127,15.56789621
PT,PT,electricity,dem,d127,4.818797537
RO,RO,electricity,dem,d127,4.608773018
SE,SE,electricity,dem,d127,10.99772224
SI,SI,electricity,dem,d127,0.885433532
SK,SK,electricity,dem,d127,1.864694488
UK,UK,electricity,dem,d127,29.76189367
EE,EE,electricity,dem,d127,0.665139322
LT,LT,electricity,dem,d127,0.454220714
LV,LV,electricity,dem,d127,0.607430849
NONEU_Balkan,NONEU_Balkan,electricity,dem,d127,4.051823143
TR,TR,electricity,dem,d127,18.62817556
AT,AT,electricity,dem,d128,4.348121927
BE,BE,electricity,dem,d128,5.077014482
BG,BG,electricity,dem,d128,2.872591156
CH,CH,electricity,dem,d128,7.097509416
CZ,CZ,electricity,dem,d128,4.049325113
DK,DK,electricity,dem,d128,3.68831648
ES,ES,electricity,dem,d128,26.23602575
FI,FI,electricity,dem,d128,1.98015966
FR,FR,electricity,dem,d128,40.28707056
GR,GR,electricity,dem,d128,5.402326357
HR,HR,electricity,dem,d128,1.888412444
HU,HU,electricity,dem,d128,3.269346875
IE,IE,electricity,dem,d128,2.543205697
IT,IT,electricity,dem,d128,14.24693123
LU,LU,electricity,dem,d128,0.814513173
NL,NL,electricity,dem,d128,7.459936586
NO,NO,electricity,dem,d128,9.683178345
PL,PL,electricity,dem,d128,15.74109432
PT,PT,electricity,dem,d128,4.878108969
RO,RO,electricity,dem,d128,4.945542167
SE,SE,electricity,dem,d128,10.92397673
SI,SI,electricity,dem,d128,0.869761018
SK,SK,electricity,dem,d128,1.735160017
UK,UK,electricity,dem,d128,30.20328472
EE,EE,electricity,dem,d128,0.651272175
LT,LT,electricity,dem,d128,0.459613771
LV,LV,electricity,dem,d128,0.613187037
NONEU_Balkan,NONEU_Balkan,electricity,dem,d128,4.178561137
TR,TR,electricity,dem,d128,22.1081262
AT,AT,electricity,dem,d129,3.402417044
BE,BE,electricity,dem,d129,4.255352753
BG,BG,electricity,dem,d129,2.88325072
CH,CH,electricity,dem,d129,5.841445525
CZ,CZ,electricity,dem,d129,4.583840594
DK,DK,electricity,dem,d129,2.535354261
ES,ES,electricity,dem,d129,26.03836385
FI,FI,electricity,dem,d129,1.86155797
FR,FR,electricity,dem,d129,39.67906825
GR,GR,electricity,dem,d129,5.388308684
HR,HR,electricity,dem,d129,1.911410465
HU,HU,electricity,dem,d129,3.290782508
IE,IE,electricity,dem,d129,2.578240925
IT,IT,electricity,dem,d129,14.273346
LU,LU,electricity,dem,d129,0.63048072
NL,NL,electricity,dem,d129,6.136448227
NO,NO,electricity,dem,d129,9.212775108
PL,PL,electricity,dem,d129,15.67361865
PT,PT,electricity,dem,d129,4.819310105
RO,RO,electricity,dem,d129,4.923001443
SE,SE,electricity,dem,d129,9.923099607
SI,SI,electricity,dem,d129,0.89770229
SK,SK,electricity,dem,d129,1.826285566
UK,UK,electricity,dem,d129,29.96936464
EE,EE,electricity,dem,d129,0.652336398
LT,LT,electricity,dem,d129,0.457667653
LV,LV,electricity,dem,d129,0.612758384
NONEU_Balkan,NONEU_Balkan,electricity,dem,d129,4.205906374
TR,TR,electricity,dem,d129,22.05076119
AT,AT,electricity,dem,d130,3.958002202
BE,BE,electricity,dem,d130,4.510781997
BG,BG,electricity,dem,d130,2.713738519
CH,CH,electricity,dem,d130,6.795676792
CZ,CZ,electricity,dem,d130,4.544423395
DK,DK,electricity,dem,d130,1.662170791
ES,ES,electricity,dem,d130,26.23559029
FI,FI,electricity,dem,d130,1.926271467
FR,FR,electricity,dem,d130,43.55913423
GR,GR,electricity,dem,d130,5.18389608
HR,HR,electricity,dem,d130,1.884266691
HU,HU,electricity,dem,d130,3.244975692
IE,IE,electricity,dem,d130,2.509746322
IT,IT,electricity,dem,d130,14.35799367
LU,LU,electricity,dem,d130,0.752300591
NL,NL,electricity,dem,d130,6.850087744
NO,NO,electricity,dem,d130,9.678738543
PL,PL,electricity,dem,d130,15.76581431
PT,PT,electricity,dem,d130,4.785151114
RO,RO,electricity,dem,d130,4.845948968
SE,SE,electricity,dem,d130,10.15661117
SI,SI,electricity,dem,d130,0.86475699
SK,SK,electricity,dem,d130,1.800679618
UK,UK,electricity,dem,d130,29.78902977
EE,EE,electricity,dem,d130,0.645402824
LT,LT,electricity,dem,d130,0.456678101
LV,LV,electricity,dem,d130,0.579170419
NONEU_Balkan,NONEU_Balkan,electricity,dem,d130,4.158875594
TR,TR,electricity,dem,d130,21.21423645
AT,AT,electricity,dem,d131,3.620101262
BE,BE,electricity,dem,d131,4.398721304
BG,BG,electricity,dem,d131,2.578250787
CH,CH,electricity,dem,d131,6.387013462
CZ,CZ,electricity,dem,d131,3.98821561
DK,DK,electricity,dem,d131,1.537423598
ES,ES,electricity,dem,d131,23.12462225
FI,FI,electricity,dem,d131,1.798778546
FR,FR,electricity,dem,d131,41.95613508
GR,GR,electricity,dem,d131,4.927046995
HR,HR,electricity,dem,d131,1.771371283
HU,HU,electricity,dem,d131,2.932033794
IE,IE,electricity,dem,d131,2.293598025
IT,IT,electricity,dem,d131,12.22923729
LU,LU,electricity,dem,d131,0.719150493
NL,NL,electricity,dem,d131,6.54198186
NO,NO,electricity,dem,d131,9.323184362
PL,PL,electricity,dem,d131,14.23622063
PT,PT,electricity,dem,d131,4.183506203
RO,RO,electricity,dem,d131,4.626905267
SE,SE,electricity,dem,d131,9.490935106
SI,SI,electricity,dem,d131,0.800161848
SK,SK,electricity,dem,d131,1.669206849
UK,UK,electricity,dem,d131,26.81310375
EE,EE,electricity,dem,d131,0.564167142
LT,LT,electricity,dem,d131,0.410301112
LV,LV,electricity,dem,d131,0.504370602
NONEU_Balkan,NONEU_Balkan,electricity,dem,d131,4.128397841
TR,TR,electricity,dem,d131,20.1631241
AT,AT,electricity,dem,d132,3.240811259
BE,BE,electricity,dem,d132,4.300465823
BG,BG,electricity,dem,d132,2.511996389
CH,CH,electricity,dem,d132,6.342176007
CZ,CZ,electricity,dem,d132,3.900618664
DK,DK,electricity,dem,d132,1.679422563
ES,ES,electricity,dem,d132,21.24728938
FI,FI,electricity,dem,d132,1.726548751
FR,FR,electricity,dem,d132,40.45602925
GR,GR,electricity,dem,d132,4.632675854
HR,HR,electricity,dem,d132,1.614967285
HU,HU,electricity,dem,d132,2.745228825
IE,IE,electricity,dem,d132,2.209894616
IT,IT,electricity,dem,d132,10.76244492
LU,LU,electricity,dem,d132,0.685281694
NL,NL,electricity,dem,d132,6.126577226
NO,NO,electricity,dem,d132,9.230750142
PL,PL,electricity,dem,d132,12.63001477
PT,PT,electricity,dem,d132,3.914847384
RO,RO,electricity,dem,d132,4.161063639
SE,SE,electricity,dem,d132,9.432858541
SI,SI,electricity,dem,d132,0.761323478
SK,SK,electricity,dem,d132,1.633960415
UK,UK,electricity,dem,d132,26.53472015
EE,EE,electricity,dem,d132,0.546075352
LT,LT,electricity,dem,d132,0.398772835
LV,LV,electricity,dem,d132,0.488877885
NONEU_Balkan,NONEU_Balkan,electricity,dem,d132,4.116971579
TR,TR,electricity,dem,d132,18.95845894
AT,AT,electricity,dem,d133,4.216144626
BE,BE,electricity,dem,d133,5.083096651
BG,BG,electricity,dem,d133,2.841868639
CH,CH,electricity,dem,d133,7.415882688
CZ,CZ,electricity,dem,d133,4.656852321
DK,DK,electricity,dem,d133,3.098240224
ES,ES,electricity,dem,d133,25.46145077
FI,FI,electricity,dem,d133,1.910468908
FR,FR,electricity,dem,d133,48.45680786
GR,GR,electricity,dem,d133,5.147081989
HR,HR,electricity,dem,d133,1.828669957
HU,HU,electricity,dem,d133,3.123975976
IE,IE,electricity,dem,d133,2.485705413
IT,IT,electricity,dem,d133,13.69044723
LU,LU,electricity,dem,d133,0.824664829
NL,NL,electricity,dem,d133,7.561477253
NO,NO,electricity,dem,d133,10.19690049
PL,PL,electricity,dem,d133,15.18641737
PT,PT,electricity,dem,d133,4.705153905
RO,RO,electricity,dem,d133,4.92238809
SE,SE,electricity,dem,d133,10.93380947
SI,SI,electricity,dem,d133,0.83008441
SK,SK,electricity,dem,d133,1.859823237
UK,UK,electricity,dem,d133,29.55064426
EE,EE,electricity,dem,d133,0.644435349
LT,LT,electricity,dem,d133,0.452505491
LV,LV,electricity,dem,d133,0.572556927
NONEU_Balkan,NONEU_Balkan,electricity,dem,d133,4.266279067
TR,TR,electricity,dem,d133,21.06358088
AT,AT,electricity,dem,d134,4.261847414
BE,BE,electricity,dem,d134,5.196863852
BG,BG,electricity,dem,d134,2.88185098
CH,CH,electricity,dem,d134,7.235234221
CZ,CZ,electricity,dem,d134,4.655054143
DK,DK,electricity,dem,d134,3.783763787
ES,ES,electricity,dem,d134,26.14370699
FI,FI,electricity,dem,d134,1.899716935
FR,FR,electricity,dem,d134,49.58433707
GR,GR,electricity,dem,d134,5.113052553
HR,HR,electricity,dem,d134,1.859828566
HU,HU,electricity,dem,d134,3.169721636
IE,IE,electricity,dem,d134,2.533017629
IT,IT,electricity,dem,d134,14.22154182
LU,LU,electricity,dem,d134,0.833154488
NL,NL,electricity,dem,d134,7.598783831
NO,NO,electricity,dem,d134,10.35513011
PL,PL,electricity,dem,d134,15.5347912
PT,PT,electricity,dem,d134,4.797416132
RO,RO,electricity,dem,d134,5.09228688
SE,SE,electricity,dem,d134,11.23665766
SI,SI,electricity,dem,d134,0.852920051
SK,SK,electricity,dem,d134,1.897543552
UK,UK,electricity,dem,d134,31.5437548
EE,EE,electricity,dem,d134,0.644951336
LT,LT,electricity,dem,d134,0.452983775
LV,LV,electricity,dem,d134,0.565024895
NONEU_Balkan,NONEU_Balkan,electricity,dem,d134,4.244269831
TR,TR,electricity,dem,d134,20.92432105
AT,AT,electricity,dem,d135,4.212035235
BE,BE,electricity,dem,d135,5.206862238
BG,BG,electricity,dem,d135,2.891649165
CH,CH,electricity,dem,d135,7.414105593
CZ,CZ,electricity,dem,d135,4.633104957
DK,DK,electricity,dem,d135,3.865569068
ES,ES,electricity,dem,d135,25.81817648
FI,FI,electricity,dem,d135,1.915840311
FR,FR,electricity,dem,d135,50.10314108
GR,GR,electricity,dem,d135,5.052545289
HR,HR,electricity,dem,d135,1.873444093
HU,HU,electricity,dem,d135,3.196844898
IE,IE,electricity,dem,d135,2.525944618
IT,IT,electricity,dem,d135,14.33585931
LU,LU,electricity,dem,d135,0.686404665
NL,NL,electricity,dem,d135,7.588574119
NO,NO,electricity,dem,d135,10.42570448
PL,PL,electricity,dem,d135,15.62057944
PT,PT,electricity,dem,d135,4.767613968
RO,RO,electricity,dem,d135,5.077528072
SE,SE,electricity,dem,d135,11.05002604
SI,SI,electricity,dem,d135,0.860133979
SK,SK,electricity,dem,d135,1.882164681
UK,UK,electricity,dem,d135,31.79023154
EE,EE,electricity,dem,d135,0.658334745
LT,LT,electricity,dem,d135,0.455902952
LV,LV,electricity,dem,d135,0.566708886
NONEU_Balkan,NONEU_Balkan,electricity,dem,d135,4.231642014
TR,TR,electricity,dem,d135,20.67670509
AT,AT,electricity,dem,d136,4.351482092
BE,BE,electricity,dem,d136,5.257948087
BG,BG,electricity,dem,d136,2.881815089
CH,CH,electricity,dem,d136,7.467145022
CZ,CZ,electricity,dem,d136,4.638870543
DK,DK,electricity,dem,d136,3.747994487
ES,ES,electricity,dem,d136,26.17102258
FI,FI,electricity,dem,d136,1.892365628
FR,FR,electricity,dem,d136,51.39484979
GR,GR,electricity,dem,d136,5.419506267
HR,HR,electricity,dem,d136,1.902857121
HU,HU,electricity,dem,d136,3.232499603
IE,IE,electricity,dem,d136,2.608255414
IT,IT,electricity,dem,d136,14.42700081
LU,LU,electricity,dem,d136,0.812222312
NL,NL,electricity,dem,d136,7.805010337
NO,NO,electricity,dem,d136,9.785047146
PL,PL,electricity,dem,d136,15.80619688
PT,PT,electricity,dem,d136,4.827694252
RO,RO,electricity,dem,d136,5.074729649
SE,SE,electricity,dem,d136,10.67137064
SI,SI,electricity,dem,d136,0.902477708
SK,SK,electricity,dem,d136,1.868443566
UK,UK,electricity,dem,d136,31.4961235
EE,EE,electricity,dem,d136,0.640017211
LT,LT,electricity,dem,d136,0.461279516
LV,LV,electricity,dem,d136,0.579139801
NONEU_Balkan,NONEU_Balkan,electricity,dem,d136,4.268512806
TR,TR,electricity,dem,d136,22.17843213
AT,AT,electricity,dem,d137,4.24963276
BE,BE,electricity,dem,d137,5.227340335
BG,BG,electricity,dem,d137,2.908517836
CH,CH,electricity,dem,d137,7.468990466
CZ,CZ,electricity,dem,d137,4.552757807
DK,DK,electricity,dem,d137,3.623247294
ES,ES,electricity,dem,d137,26.16833061
FI,FI,electricity,dem,d137,1.878817958
FR,FR,electricity,dem,d137,50.46238413
GR,GR,electricity,dem,d137,5.393689205
HR,HR,electricity,dem,d137,1.928953547
HU,HU,electricity,dem,d137,3.205131712
IE,IE,electricity,dem,d137,2.557754845
IT,IT,electricity,dem,d137,14.04036552
LU,LU,electricity,dem,d137,0.837152264
NL,NL,electricity,dem,d137,7.758340823
NO,NO,electricity,dem,d137,8.522755808
PL,PL,electricity,dem,d137,15.814661
PT,PT,electricity,dem,d137,4.836664191
RO,RO,electricity,dem,d137,5.081093187
SE,SE,electricity,dem,d137,10.14189379
SI,SI,electricity,dem,d137,0.904408196
SK,SK,electricity,dem,d137,1.85997626
UK,UK,electricity,dem,d137,30.94767651
EE,EE,electricity,dem,d137,0.635470077
LT,LT,electricity,dem,d137,0.463357575
LV,LV,electricity,dem,d137,0.582262839
NONEU_Balkan,NONEU_Balkan,electricity,dem,d137,4.25083042
TR,TR,electricity,dem,d137,22.07278008
AT,AT,electricity,dem,d138,3.492301464
BE,BE,electricity,dem,d138,4.462387179
BG,BG,electricity,dem,d138,2.832752379
CH,CH,electricity,dem,d138,5.816292806
CZ,CZ,electricity,dem,d138,3.920940927
DK,DK,electricity,dem,d138,2.992995035
ES,ES,electricity,dem,d138,23.39148364
FI,FI,electricity,dem,d138,1.712304449
FR,FR,electricity,dem,d138,45.41840279
GR,GR,electricity,dem,d138,5.139294392
HR,HR,electricity,dem,d138,1.77512428
HU,HU,electricity,dem,d138,2.857727676
IE,IE,electricity,dem,d138,2.362459105
IT,IT,electricity,dem,d138,12.21969998
LU,LU,electricity,dem,d138,0.739768237
NL,NL,electricity,dem,d138,6.687119449
NO,NO,electricity,dem,d138,8.017882437
PL,PL,electricity,dem,d138,14.25101307
PT,PT,electricity,dem,d138,4.251128557
RO,RO,electricity,dem,d138,4.642814111
SE,SE,electricity,dem,d138,8.923681532
SI,SI,electricity,dem,d138,0.751569434
SK,SK,electricity,dem,d138,1.691930852
UK,UK,electricity,dem,d138,27.67871111
EE,EE,electricity,dem,d138,0.562038696
LT,LT,electricity,dem,d138,0.420509987
LV,LV,electricity,dem,d138,0.514872582
NONEU_Balkan,NONEU_Balkan,electricity,dem,d138,4.167470887
TR,TR,electricity,dem,d138,21.03171143
AT,AT,electricity,dem,d139,3.097300418
BE,BE,electricity,dem,d139,4.185757855
BG,BG,electricity,dem,d139,2.757345829
CH,CH,electricity,dem,d139,5.601811199
CZ,CZ,electricity,dem,d139,3.813135888
DK,DK,electricity,dem,d139,3.108178745
ES,ES,electricity,dem,d139,21.74787717
FI,FI,electricity,dem,d139,1.626719475
FR,FR,electricity,dem,d139,42.75651013
GR,GR,electricity,dem,d139,4.783708025
HR,HR,electricity,dem,d139,1.67488433
HU,HU,electricity,dem,d139,2.548852739
IE,IE,electricity,dem,d139,2.227925298
IT,IT,electricity,dem,d139,10.86989425
LU,LU,electricity,dem,d139,0.605820281
NL,NL,electricity,dem,d139,5.958987948
NO,NO,electricity,dem,d139,7.742953836
PL,PL,electricity,dem,d139,12.15372984
PT,PT,electricity,dem,d139,3.961124946
RO,RO,electricity,dem,d139,4.212776966
SE,SE,electricity,dem,d139,8.882352333
SI,SI,electricity,dem,d139,0.742069401
SK,SK,electricity,dem,d139,1.620392323
UK,UK,electricity,dem,d139,26.3263332
EE,EE,electricity,dem,d139,0.537722815
LT,LT,electricity,dem,d139,0.403555668
LV,LV,electricity,dem,d139,0.490868057
NONEU_Balkan,NONEU_Balkan,electricity,dem,d139,4.15330886
TR,TR,electricity,dem,d139,19.57653309
AT,AT,electricity,dem,d140,3.195630659
BE,BE,electricity,dem,d140,4.284888468
BG,BG,electricity,dem,d140,2.860890758
CH,CH,electricity,dem,d140,5.818411649
CZ,CZ,electricity,dem,d140,4.584582699
DK,DK,electricity,dem,d140,3.096833829
ES,ES,electricity,dem,d140,25.52902715
FI,FI,electricity,dem,d140,1.848816928
FR,FR,electricity,dem,d140,45.19534678
GR,GR,electricity,dem,d140,5.527211084
HR,HR,electricity,dem,d140,1.877633485
HU,HU,electricity,dem,d140,2.488398749
IE,IE,electricity,dem,d140,2.491825583
IT,IT,electricity,dem,d140,13.56128669
LU,LU,electricity,dem,d140,0.524023089
NL,NL,electricity,dem,d140,6.364739324
NO,NO,electricity,dem,d140,8.162484337
PL,PL,electricity,dem,d140,15.21426196
PT,PT,electricity,dem,d140,4.692046811
RO,RO,electricity,dem,d140,5.062769265
SE,SE,electricity,dem,d140,10.36661933
SI,SI,electricity,dem,d140,0.853453475
SK,SK,electricity,dem,d140,1.827178204
UK,UK,electricity,dem,d140,30.58154903
EE,EE,electricity,dem,d140,0.633760871
LT,LT,electricity,dem,d140,0.464182201
LV,LV,electricity,dem,d140,0.591601334
NONEU_Balkan,NONEU_Balkan,electricity,dem,d140,4.075869529
TR,TR,electricity,dem,d140,22.61919627
AT,AT,electricity,dem,d141,4.165719444
BE,BE,electricity,dem,d141,5.207649858
BG,BG,electricity,dem,d141,2.945090552
CH,CH,electricity,dem,d141,7.790917926
CZ,CZ,electricity,dem,d141,4.670581265
DK,DK,electricity,dem,d141,3.415991623
ES,ES,electricity,dem,d141,26.4952467
FI,FI,electricity,dem,d141,1.801684237
FR,FR,electricity,dem,d141,52.54695773
GR,GR,electricity,dem,d141,5.620520647
HR,HR,electricity,dem,d141,1.906261003
HU,HU,electricity,dem,d141,3.050342589
IE,IE,electricity,dem,d141,2.503149731
IT,IT,electricity,dem,d141,14.25448296
LU,LU,electricity,dem,d141,0.653613918
NL,NL,electricity,dem,d141,7.764776329
NO,NO,electricity,dem,d141,9.138069265
PL,PL,electricity,dem,d141,15.63640023
PT,PT,electricity,dem,d141,4.769334732
RO,RO,electricity,dem,d141,5.054258992
SE,SE,electricity,dem,d141,10.2749846
SI,SI,electricity,dem,d141,0.855028347
SK,SK,electricity,dem,d141,1.872524195
UK,UK,electricity,dem,d141,30.91023556
EE,EE,electricity,dem,d141,0.636792293
LT,LT,electricity,dem,d141,0.464693469
LV,LV,electricity,dem,d141,0.58719234
NONEU_Balkan,NONEU_Balkan,electricity,dem,d141,4.198922554
TR,TR,electricity,dem,d141,23.0010502
AT,AT,electricity,dem,d142,4.293201388
BE,BE,electricity,dem,d142,5.230228271
BG,BG,electricity,dem,d142,2.983134789
CH,CH,electricity,dem,d142,8.115169278
CZ,CZ,electricity,dem,d142,4.731747852
DK,DK,electricity,dem,d142,3.062658443
ES,ES,electricity,dem,d142,26.54999663
FI,FI,electricity,dem,d142,1.831428613
FR,FR,electricity,dem,d142,52.18393951
GR,GR,electricity,dem,d142,5.706797774
HR,HR,electricity,dem,d142,1.911104988
HU,HU,electricity,dem,d142,3.172534871
IE,IE,electricity,dem,d142,2.484532686
IT,IT,electricity,dem,d142,14.30597791
LU,LU,electricity,dem,d142,0.824350397
NL,NL,electricity,dem,d142,7.699550301
NO,NO,electricity,dem,d142,9.285723529
PL,PL,electricity,dem,d142,15.64925463
PT,PT,electricity,dem,d142,4.767870252
RO,RO,electricity,dem,d142,5.201923734
SE,SE,electricity,dem,d142,10.42364918
SI,SI,electricity,dem,d142,0.874485633
SK,SK,electricity,dem,d142,1.890325939
UK,UK,electricity,dem,d142,30.53586419
EE,EE,electricity,dem,d142,0.640178457
LT,LT,electricity,dem,d142,0.459960114
LV,LV,electricity,dem,d142,0.572679399
NONEU_Balkan,NONEU_Balkan,electricity,dem,d142,4.183691412
TR,TR,electricity,dem,d142,23.35412507
AT,AT,electricity,dem,d143,4.332933072
BE,BE,electricity,dem,d143,5.185312105
BG,BG,electricity,dem,d143,2.964543359
CH,CH,electricity,dem,d143,8.13314527
CZ,CZ,electricity,dem,d143,4.757835702
DK,DK,electricity,dem,d143,2.664508157
ES,ES,electricity,dem,d143,26.42755155
FI,FI,electricity,dem,d143,1.862291268
FR,FR,electricity,dem,d143,52.78162035
GR,GR,electricity,dem,d143,5.547222846
HR,HR,electricity,dem,d143,1.94200176
HU,HU,electricity,dem,d143,3.188527505
IE,IE,electricity,dem,d143,2.513044618
IT,IT,electricity,dem,d143,14.26909815
LU,LU,electricity,dem,d143,0.863205186
NL,NL,electricity,dem,d143,7.70027611
NO,NO,electricity,dem,d143,9.431157892
PL,PL,electricity,dem,d143,15.60622207
PT,PT,electricity,dem,d143,4.80876585
RO,RO,electricity,dem,d143,5.279244551
SE,SE,electricity,dem,d143,10.65988854
SI,SI,electricity,dem,d143,0.891529809
SK,SK,electricity,dem,d143,1.885429185
UK,UK,electricity,dem,d143,30.66723194
EE,EE,electricity,dem,d143,0.643177631
LT,LT,electricity,dem,d143,0.456760563
LV,LV,electricity,dem,d143,0.564412535
NONEU_Balkan,NONEU_Balkan,electricity,dem,d143,4.319077271
TR,TR,electricity,dem,d143,22.70109109
AT,AT,electricity,dem,d144,4.366353094
BE,BE,electricity,dem,d144,5.205221365
BG,BG,electricity,dem,d144,2.702002231
CH,CH,electricity,dem,d144,8.132393422
CZ,CZ,electricity,dem,d144,4.765370923
DK,DK,electricity,dem,d144,3.069690415
ES,ES,electricity,dem,d144,26.0975872
FI,FI,electricity,dem,d144,1.870870848
FR,FR,electricity,dem,d144,54.56165062
GR,GR,electricity,dem,d144,5.426491505
HR,HR,electricity,dem,d144,1.899671437
